aircraft_id,report_date,aircraft_model,operator,flight_phase,cruise_altitude_ft,flight_conditions,weather_conditions,component_name,component_status,anomaly_type,root_cause,maintenance_outcome,base_location,airport_code,crew_experience,contributing_factors,report_summary,health_status,alert_active,flight_hours,report_year,report_month
833296,2009-04-01,B737-500,Air Carrier,Descent,12000.0,Vmc,unknown,unknown,Unknown,conflict nmac,Ambiguous,general none reported / taken,ca,san.airport,flight crew last 90 days 150; flight crew total 10000; flight crew type 7000,airspace structure; human factors,b737-500 flight crew reports a nmac with a sailplane at 12000 ft msl while on the baret arrival to san.,Normal,False,10000,2009,4
1041421,2012-10-01,Regional Jet 200 Er/Lr (Crj200),Air Carrier,Landing,0.0,Unknown,unknown,gear extend/retract mechanism,Malfunctioning,aircraft equipment problem critical,Aircraft,flight crew executed go around / missed approach; flight crew landed in emergency condition; general declared emergency; general maintenance action,us,zzz.airport,unknown,aircraft,crj200 captain reports a gear disagree cas during approach when the gear handle is placed down. a go around is initiated and the gear is extended manually using qrh procedures. an uneventful landing ensues.,Critical,True,9596,2012,10
711651,2006-09-01,B737-200,Air Carrier,Takeoff / Launch,0.0,Vmc,unknown,unknown,Unknown,conflict airborne conflict; deviation - track / heading all types; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Human Factors,air traffic control issued new clearance,nc,clt.airport,flight crew last 90 days 210; flight crew total 6556; flight crew type 2700,human factors; chart or publication,b737 crew turns the wrong way on dep from rwy 36l at clt.,Normal,False,6556,2006,9
838096,2009-06-01,Cessna Citation Sovereign (C680),Corporate,Initial Climb,5000.0,Unknown,unknown,unknown,Unknown,conflict airborne conflict,Human Factors,flight crew took evasive action,az,p50.tracon,unknown,human factors,corporate jet departure from sdl; enroute to iwa with p50; experienced multiple conflict events with atc reported traffic; reporter questioned atc's actions regarding both involved aircraft.,Normal,False,13016,2009,6
675955,2005-10-01,A320,Air Carrier,Taxi,0.0,Unknown,unknown,door warning system,Improperly Operated,aircraft equipment problem less severe; deviation / discrepancy - procedural mel / cdl; deviation / discrepancy - procedural published material / policy,Aircraft,general none reported / taken,us,zzz.airport,unknown,aircraft; human factors,flt crew of a320 suspect they did not accurately fulfill requirements of mel item assuring cargo door closure. departed with open log item.,Warning,True,5911,2005,10
831524,2009-04-01,Amateur/Home Built/Experimental,Fbo,Landing,0.0,Vmc,10,unknown,Unknown,ground event / encounter loss of aircraft control,Human Factors,aircraft aircraft damaged; general none reported / taken,us,zzz.airport,flight crew last 90 days 200; flight crew total 500; flight crew type 9,aircraft; human factors,ch601; zenith zodiac; instructor pilot experienced a prop strike when the student locked up on the brakes prior to touchdown.,Normal,False,500,2009,4
884378,2010-04-01,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Personal,Taxi,0.0,Vmc,10,unknown,Unknown,conflict ground conflict; less severe; deviation / discrepancy - procedural clearance; ground event / encounter other / unknown; ground incursion runway,Ambiguous,air traffic control issued advisory / alert,ca,sba.airport,flight crew last 90 days 7.7; flight crew total 820; flight crew type 300,environment - non weather related; airport; human factors; procedure,a single engine pilot incurred sba runway 25 after becoming confused by the taxiway markings and a clearance to taxi to runway 15r without hold short instructions.,Normal,False,820,2010,4
736541,2007-04-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Cruise,0.0,Unknown,unknown,unknown,Unknown,inflight event / encounter wake vortex encounter,Environment - Non Weather Related,general physical injury / incapacitation,pa,phl.airport,flight attendant airline total 18.5; flight attendant total 18.5; flight attendant type 90,environment - non weather related,2 flt attendants injured during arr at phl during an encounter with wake turb.,Normal,False,18,2007,4
984794,2011-12-01,Regional Jet 200 Er/Lr (Crj200),Air Carrier,Taxi,0.0,Unknown,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; ground event / encounter person / animal / bird,Human Factors,general none reported / taken,us,zzz.airport,unknown,procedure; human factors,a crj-200 flight crew started engines and taxied from a temporary remote parking area to their newly assigned gate while maintenance personnel were still assembled around their right engine; which had been damaged as the result of a bird strike on takeoff. both crew members believed the personnel had been informed prior to the event.,Normal,False,2996,2011,12
1026150,2012-07-01,Medium Transport; Low Wing; 2 Turbojet Eng,Personal,Parked,0.0,Unknown,unknown,unknown,Unknown,atc issue all types,Ambiguous,air traffic control provided assistance; flight crew requested atc assistance / clarification,oh,cgf.airport,flight crew last 90 days 45; flight crew total 4956; flight crew type 1181,atc equipment / nav facility / buildings; chart or publication; environment - non weather related,a pilot departing a cle area airport eastbound received a verbal route clearance which included keating (etg) along j146 and confused it with the similar sounding; nearby keatn intersection.,Normal,False,4956,2012,7
1186002,2014-07-01,Emb Erj 135 Er/Lr,Air Carrier,Parked,0.0,Unknown,unknown,fms/fmc,Unknown,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy,Human Factors,general release refused / aircraft not accepted,md,bwi.airport,unknown,aircraft; human factors,regional jet captain elects not to accept an aircraft for a flight to cvg due to the fmc being inoperative and all approaches at cvg requiring an fms or radar to identify the iaf. this event is related by the dispatcher involved. an aircraft swap is accomplished to accommodate the captain and the flight departs late.,Warning,True,1268,2014,7
695618,2006-04-01,Citation V/Ultra/Encore (C560),Corporate,Takeoff / Launch; Initial Climb,2000.0,Vmc,unknown,unknown,Unknown,deviation - altitude overshoot; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Human Factors,air traffic control issued advisory / alert,nj,002.airport,flight crew last 90 days 15; flight crew total 3500; flight crew type 2000,human factors,c560 flt crew overshoots alt constraint on the teb 5 dep from rwy 6. atc advises of alt overshoot.,Normal,False,3500,2006,4
709839,2006-07-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Climb,23000.0,Vmc,unknown,unknown,Unknown,deviation - track / heading all types; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Human Factors,air traffic control issued new clearance,tx,dfw.airport,unknown,aircraft; human factors,md80 flt crew has a track hdg dev during the nobly 2 rnav dep from dfw.,Normal,False,9877,2006,7
1038428,2012-09-01,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,Personal,Landing,0.0,Vmc,10,unknown,Unknown,conflict nmac,Ambiguous,general none reported / taken,ok,bvo.airport,flight crew last 90 days 14.1; flight crew total 11253.2; flight crew type 1100,environment - non weather related; procedure; human factors,a pilot landing on bvo runway 35 had a near miss with a glider landing on the adjacent grass.,Normal,False,11253,2012,9
898001,2010-07-01,King Air C90 E90,Government,Cruise,16000.0,Vmc,75,exterior pax/crew door,Failed,aircraft equipment problem critical,Aircraft,aircraft aircraft damaged; flight crew landed in emergency condition; general declared emergency,us,zzz.artcc,flight crew last 90 days 60; flight crew total 18000; flight crew type 301,aircraft,be9 main cabin door failed at 16;000 ft; resulting in depressurization. balance cables were torn from the aircraft and reporter declared an emergency and diverted to the nearest suitable airport.,Critical,True,18000,2010,7
838658,2009-06-01,Skylane 182/Rg Turbo Skylane/Rg,Unknown,Cruise,1200.0,Vmc,10,unknown,Unknown,conflict nmac,Human Factors,general none reported / taken,us,zzz.airport,flight crew last 90 days 10; flight crew total 1100; flight crew type 340,airport; human factors; airspace structure,c182 sufferd an nmac with a piper arrow while practicing a search grid adjacent to an airport.,Normal,False,1100,2009,6
866578,2009-12-01,B757-200,Air Carrier,Takeoff / Launch,0.0,Unknown,snow,unknown,Unknown,no specific anomaly occurred all types,Ambiguous,general none reported / taken,co,den.airport,flight crew last 90 days 90; flight crew total 25000; flight crew type 7000,weather; procedure; airport,a b757 captain reported being concerned about his rejected takeoff option when he noticed the last 3000 ft of his takeoff runway at den was snow covered.  he does not remember seeing any notice of this before takeoff.,Normal,False,25000,2009,12
943619,2011-04-01,Large Transport; Low Wing; 2 Turbojet Eng,Air Carrier,Climb,1000.0,Vmc,unknown,unknown,Unknown,aircraft equipment problem less severe; inflight event / encounter bird / animal,Environment - Non Weather Related,aircraft aircraft damaged,ca,smf.tower,flight crew last 90 days 135; flight crew type 12000,human factors; airport; environment - non weather related,an air carrier aircraft departed smf and developed a vibration during the post takeoff clean up. the crew did not determine the cause until after landing at their destination where three fan blades were found damaged; presumably by a bird.,Warning,True,8876,2011,4
687482,2006-02-01,Bonanza 36,Personal,Taxi,0.0,Vmc,10,unknown,Unknown,deviation / discrepancy - procedural clearance; ground incursion runway,Human Factors,air traffic control issued new clearance; flight crew executed go around / missed approach,ca,apc.airport,flight crew last 90 days 47; flight crew total 53; flight crew type 53,human factors,be36 student plt mistakes hold short instructions for pos and hold resulting in a rwy incursion at apa.,Normal,False,53,2006,2
693639,2006-04-01,Brasilia Emb-120 All Series,Air Taxi,Cruise,12000.0,Imc,icing; turbulence; rain,unknown,Unknown,deviation / discrepancy - procedural far,Human Factors,general none reported / taken,ca,fim.vortac,flight crew last 90 days 140; flight crew total 1120; flight crew type 300,human factors,emb120 plt receives vectors off airway with no stated reason from zla.,Normal,False,1120,2006,4
687897,2006-02-01,Pa-44 Seminole/Turbo Seminole,Personal,Initial Approach,2500.0,Vmc,10,unknown,Unknown,deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; other eng quit from fuel starvation,Human Factors,flight crew landed as precaution,nh,mht.airport,flight crew last 90 days 10; flight crew total 750; flight crew type 50,human factors,a pa44 plt rpts an eng quit from fuel starvation because he failed to properly chk the wing tank fuel and acft fuel gauges during preflt.,Normal,False,750,2006,2
1076259,2013-03-01,Commercial Fixed Wing,Air Carrier,Taxi,0.0,Vmc,unknown,communication systems,Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy; ground event / encounter other / unknown,Equipment / Tooling,flight crew regained aircraft control; flight crew became reoriented; flight crew took evasive action,us,zzz.airport,flight crew last 90 days 240; flight crew total 28000; flight crew type 10000,equipment / tooling; procedure,an air carrier captain reported intermittent communications with the pushback crew because of a faulty tug headset so no clear set brake command was heard and after the tow bar was disconnected the aircraft began rolling.,Warning,True,28000,2013,3
701101,2006-06-01,A320,Air Carrier,Parked,0.0,Unknown,unknown,air data computer,Failed,aircraft equipment problem critical; deviation / discrepancy - procedural mel / cdl; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken; general maintenance action,us,zzz.airport,flight crew last 90 days 150; flight crew total 5520; flight crew type 3500,manuals; logbook entry; aircraft; chart or publication; human factors,an a320 was dispatched with a #2 air data ref unit deferred as inop. contract technician also rendered #2 inertial ref unit inop in error. caused by wrong interp of the mel special procs.,Critical,True,5520,2006,6
729997,2007-02-01,Skyhawk 172/Cutlass 172,Fbo,Descent,0.0,Vmc,unknown,unknown,Unknown,conflict airborne conflict,Ambiguous,general none reported / taken,az,prc.airport,air traffic control non radar 14; air traffic control time certified in pos 1 (yrs) 17,human factors,prc ctlr described conflict with dep and pattern tfc citing equip transitioning issues as contributory.,Normal,False,4752,2007,2
798685,2008-08-01,Citation Iii; Vi; Vii (C650),Corporate,Cruise,38000.0,Imc,icing,instrument and control panels,Design,aircraft equipment problem less severe; deviation - altitude excursion from assigned altitude; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural far,Human Factors,flight crew returned to clearance; flight crew overcame equipment problem,us,zzz.artcc,flight crew last 90 days 50; flight crew total 5350; flight crew type 280,human factors; aircraft,a ce650 acft deviated from its rvsm alt after the pilot turned the avionics and inverters switches off instead of eng anti-ice. the anti-ice switches are directly below the avionics.,Warning,True,5350,2008,8
1226180,2014-12-01,Sr22,Unknown,Taxi,0.0,Vmc,unknown,unknown,Unknown,conflict ground conflict; critical; deviation / discrepancy - procedural clearance; ground incursion taxiway,Human Factors,air traffic control issued advisory / alert; flight crew became reoriented,ca,myf.airport,flight crew total 215; flight crew type 215,human factors; procedure,sr22 pilot reports misunderstanding ground control instructions to follow a centurion; believing it is ahead but is actually still approaching; and cuts him off.,Critical,True,215,2014,12
852990,2009-09-01,B737-700,Air Carrier,Cruise,38000.0,Vmc,unknown,mcp,Improperly Operated,deviation - altitude crossing restriction not met; deviation / discrepancy - procedural clearance,Human Factors,general none reported / taken,tn,bna.airport,flight crew last 90 days 297,aircraft; human factors,b737 captain reports being issued a crossing restriction but fails to start down in in a timely manner. error is noted by atc.,Normal,False,7626,2009,9
954535,2011-06-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Descent,0.0,Unknown,unknown,fms/fmc,Improperly Operated; Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Aircraft,air traffic control provided assistance; flight crew requested atc assistance / clarification,ga,a80.tracon,unknown,aircraft; human factors,md80 captain discovers that the runway transitions for the honie 7 rnav arrival are not in his data base and requests vectors from atc. on the next leg other waypoint discrepancies were noted.,Warning,True,4355,2011,6
681411,2005-12-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Parked,0.0,Unknown,unknown,instrument and control panels,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance,Human Factors,general none reported / taken,us,zzz.airport,flight crew last 90 days 220; flight crew total 16000; flight crew type 8000,aircraft; human factors; logbook entry,an md80 fo noted two different annunciator panel configns and believes the last md80 flown had the wrong panel installed.,Critical,True,16000,2005,12
728734,2007-02-01,Dash 8-100,Air Carrier,Parked; Parked,0.0,Vmc,unknown,turbine engine,Malfunctioning,aircraft equipment problem less severe; flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,general maintenance action; general none reported / taken,ny,syr.airport,flight crew last 90 days 210; flight crew total 4000; flight crew type 350,aircraft,de havilland dhc-8 flt crew has smoke and fumes on eng start.,Critical,True,4000,2007,2
772031,2008-01-01,Emb Erj 145 Er/Lr,Air Carrier,Descent,11000.0,Vmc,10,fms/fmc,Design; Improperly Operated,aircraft equipment problem less severe; deviation - track / heading all types; deviation / discrepancy - procedural clearance,Aircraft,air traffic control issued advisory / alert; air traffic control issued new clearance,tx,dfw.airport,unknown,aircraft; human factors,unfamiliar with the universal fms system; flt crew of e145 experience track deviation when the programmed star fixes disappear when a subsequent rwy change is programmed.,Warning,True,291,2008,1
800167,2008-08-01,B767-300 And 300 Er,Air Carrier,Parked,0.0,Unknown,unknown,pneumatic control valves,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Company Policy,general none reported / taken,us,zzz.airport,flight crew last 90 days 200; flight crew total 18000; flight crew type 2700,company policy,a b767-300 capt reports being urged to fly an aircraft he feels is unsafe.,Critical,True,18000,2008,8
750010,2007-08-01,Travelair 95,Fbo,Cruise,0.0,Vmc,60,propeller pitch change mechanism,Failed,aircraft equipment problem critical,Aircraft,flight crew diverted; general maintenance action; general declared emergency,us,zzz.airport,flight crew last 90 days 300; flight crew total 1100; flight crew type 10,aircraft,a be95 acft declared emer and returned to dep arpt when #1 eng failed to unfeather for air start during multi-engine training. unfeathering accumulator suspect.,Critical,True,1100,2007,8
906048,2010-08-01,Small Aircraft; Low Wing; 2 Eng; Retractable Gear,Corporate,Landing,0.0,Vmc,unknown,unknown,Unknown,conflict nmac; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew became reoriented,co,als.airport,flight crew last 90 days 100; flight crew total 3400; flight crew type 300,human factors; procedure,a pilot on short final for als runway 2 had a near miss with an aircraft not using ctaf procedures which departed runway 20.,Normal,False,3400,2010,8
1228094,2014-12-01,B737 Undifferentiated Or Other Model,Air Carrier,Descent; Final Approach,0.0,Vmc,unknown,unknown,Unknown,inflight event / encounter wake vortex encounter,Procedure,flight crew took evasive action,ny,n90.tracon,unknown,environment - non weather related; procedure,b737 first officer reported encountering wake turbulence in trail of a 'heavy' on approach into ewr.,Normal,False,210,2014,12
1105926,2013-07-01,B737-800,Air Carrier,Takeoff / Launch,0.0,Unknown,unknown,unknown,Unknown,ground incursion runway,Human Factors,flight crew took evasive action,fl,mia.airport,unknown,human factors,b737-800 flight crew cleared for takeoff at mia airport noted an aircraft crossing the departure runway down field and rejected the takeoff.,Normal,False,9985,2013,7
1001123,2012-03-01,B757-200,Air Carrier,Cruise,30000.0,Vmc,unknown,ac generation,Failed,aircraft equipment problem critical,Aircraft,flight crew landed as precaution; flight crew returned to departure airport; general maintenance action,us,zzz.artcc,flight crew last 90 days 140; flight crew total 8000; flight crew type 180,aircraft; procedure,b757 captain reports returning to the departure airport after the the apu generator; operating in place of the right engine generator; becomes intermittent.,Critical,True,8000,2012,3
791247,2008-06-01,Emb Erj 190/195 Er/Lr,Air Carrier,Climb,35000.0,Vmc,unknown,unknown,Unknown,atc issue all types,Human Factors,air traffic control issued new clearance; air traffic control issued advisory / alert,nh,hto.vortac,air traffic control time certified in pos 1 (yrs) 5,human factors,zbw radar assoc described operror event at fl350 when ctlr failed to issue timely preventative instructions.,Normal,False,8657,2008,6
790979,2008-06-01,Pa-31 Navajo/Chieftan/Mojave/T1040,Fbo,Initial Approach,0.0,Vmc,unknown,indicating and warning - landing gear,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew landed in emergency condition; flight crew overcame equipment problem; general declared emergency,us,zzz.airport,flight crew last 90 days 40; flight crew total 1140; flight crew type 150,aircraft,a pa31 was unable to get three green lndg lights. after pumping the lndg down the acft landed safely with two green lights. a faulty indication is suspected.,Warning,True,1140,2008,6
934388,2011-02-01,B737 Undifferentiated Or Other Model,Air Carrier,Descent,13700.0,Vmc,10,unknown,Unknown,conflict airborne conflict; deviation - altitude excursion from assigned altitude; deviation / discrepancy - procedural clearance,Human Factors,general none reported / taken,fl,zma.artcc,flight crew last 90 days 70; flight crew total 6000; flight crew type 600,human factors,b737 captain reports being cleared direct dekal and the dekal2 arrival to fll. this clearance is taken as a clearance to descend to the expected altitude at dekal; causing a conflict with an opposite direction atr 72.,Normal,False,6000,2011,2
658560,2005-05-01,B777-200,Air Carrier,Taxi,0.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; ground event / encounter other / unknown,Airport,aircraft aircraft damaged; general none reported / taken; general maintenance action,fo,eggw.airport,flight crew last 90 days 197; flight crew total 9700; flight crew type 524,human factors; airport,parking via the agnis (azimuth guidance for nose in stands) using a separate papa (parallax airplane parking aid) stopping guidance device; b777 strikes jetway with l eng when capt's attn is directed to azimuth vice stopping device.,Normal,False,9700,2005,5
1167431,2014-04-01,A319,Air Carrier,Taxi,0.0,Unknown,unknown,unknown,Unknown,conflict ground conflict; less severe; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew took evasive action; flight crew became reoriented,us,zzz.airport,flight crew total 335,procedure; company policy; human factors,an a319 was marshaled into a gate but not stopped at the correct line; so as the engine nacelle approached the jetway; an agent moved it back and avoided a collision. this aircraft model is new to the company.,Normal,False,335,2014,4
692957,2006-04-01,Emb Erj 145 Er/Lr,Air Carrier,Taxi,0.0,Vmc,unknown,cargo door,Improperly Operated,deviation / discrepancy - procedural published material / policy,Company Policy,general none reported / taken,ny,lga.airport,flight crew last 90 days 100; flight crew type 1500,company policy,gnd personnel and additional baggage to an emb145 after pushback; with both engs running.,Normal,False,9308,2006,4
1209003,2014-10-01,Light Sport Aircraft,Personal,Takeoff / Launch,0.0,Vmc,20,reciprocating engine assembly,Improperly Operated,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew rejected takeoff; general flight cancelled / delayed,us,zzz.airport,flight crew last 90 days 35; flight crew total 7000; flight crew type 35,aircraft; human factors,lsa pilot reports forgetting to remove cowling plugs during preflight resulting in high cht shortly after takeoff. the anomaly is quickly detected and the aircraft is landed in the remaining runway.,Critical,True,7000,2014,10
1035981,2012-09-01,A320,Air Carrier,Cruise,0.0,Unknown,unknown,unknown,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy,Environment - Non Weather Related,flight crew became reoriented; flight crew took evasive action,unknown,unknown,unknown,environment - non weather related; procedure; human factors,an a320 dispatcher reported that the human generated noise in the dispatch office was so high that he had difficulty on a phone patch with a flight discussing an fmgc issue and so he demanded people sitting close by be quiet.,Critical,True,116,2012,9
901550,2010-07-01,A320,Air Carrier,Climb,10000.0,Vmc,unknown,hydraulic system,Failed,aircraft equipment problem critical,Aircraft,flight crew returned to departure airport; general maintenance action; general declared emergency,us,zzz.airport,flight crew last 90 days 220; flight crew total 14000; flight crew type 400,aircraft,an a320 returned to the departure airport following the loss of green hydraulic system pressure and quantity.,Critical,True,14000,2010,7
995997,2012-02-01,Lancair 200,Personal,Cruise,10500.0,Unknown,unknown,unknown,Unknown,inflight event / encounter loss of aircraft control,Aircraft,flight crew regained aircraft control,us,zzz.airport,unknown,aircraft,tracon controller described an emergency event involving a general aviation aircraft with loss of control issues; the reporter expressing concern regarding the passing of several landing opportunities by the pilot in question.,Warning,True,12657,2012,2
983595,2011-12-01,Sr20,Fbo,Descent,2500.0,Vmc,10,reciprocating engine assembly,Failed,aircraft equipment problem critical,Aircraft,air traffic control provided assistance; flight crew diverted; flight crew landed in emergency condition,us,zzz.airport,flight crew last 90 days 118.9; flight crew total 833.6; flight crew type 38.8,aircraft; human factors,sr20 instructor with student reports oil pressure anomalies while on a three leg instrument training flight. some time after the second momentary dip in oil pressure the engine begins to run very rough and eventually stops. unable to reach an airport the decision is made to land on a highway; which is accomplished successfully without damage.,Critical,True,833,2011,12
673193,2005-09-01,Super King Air 350,Personal,Climb,0.0,Vmc,unknown,unknown,Unknown,deviation - track / heading all types; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Undetermined,flight crew diverted,or,lmt.airport,flight crew last 90 days 100; flight crew total 3000; flight crew type 450,chart or publication; human factors; airport,b350 plt flies lost com dep proc from lmt vice rwy hdg as directed by kingsley sid.,Normal,False,3000,2005,9
721840,2006-12-01,Pa-60 600 Aerostar,Personal,Initial Approach,0.0,Vmc,unknown,unknown,Unknown,other amass equip,Atc Equipment / Nav Facility / Buildings,general none reported / taken,mi,dtw.airport,air traffic control military 5; air traffic control radar 7,atc equipment / nav facility / buildings,dtw ctlr expressed concern regarding the amass equip's failure to display a pa60 on a close in pattern proc.,Normal,False,523,2006,12
908887,2010-09-01,Fairchild Swearingen Undifferentiated Or Other Model,Personal,Cruise,4500.0,Vmc,20,fuel selector,Improperly Operated,deviation / discrepancy - procedural published material / policy,Human Factors,flight crew inflight shutdown; flight crew diverted; flight crew landed in emergency condition,us,zzz.airport,flight crew last 90 days 20; flight crew total 3000; flight crew type 240,human factors,fairchild 24 pilot shuts off the left fuel tank valve and forgets to restore it when the engine quits. a dead stick landing at a military base ensues where the problem is diagnosed and the reporter departs.,Normal,False,3000,2010,9
1025689,2012-07-01,B737 Undifferentiated Or Other Model,Air Carrier,Descent,11000.0,Unknown,unknown,unknown,Unknown,atc issue all types,Human Factors,general none reported / taken,nv,las.airport,unknown,human factors; procedure,l30 controller described a conflict event when runway configuration changes were not disseminated to all of the controllers in the room causing the incident; the reporter feels controllers are not as attentive as in the past.,Normal,False,3424,2012,7
808266,2008-10-01,B737-300,Air Carrier,Climb,29500.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural clearance; inflight event / encounter wake vortex encounter; inflight event / encounter loss of aircraft control,Environment - Non Weather Related,air traffic control issued new clearance; flight crew regained aircraft control,tx,jct.vortac,flight crew last 90 days 171; flight crew total 11000; flight crew type 7000,environment - non weather related,wake turbulence encountered at fl290 by a b737 clbing behind a b767 12 to 15 miles ahead causing uncommanded roll of up to 30 degs l and r.,Normal,False,11000,2008,10
778312,2008-01-01,B737-800,Air Carrier,Parked,0.0,Unknown,unknown,oxygen system/crew,Improperly Operated,aircraft equipment problem critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action; general none reported / taken,us,zzz.airport,maintenance technician 7,aircraft; human factors,a lead mechanic was informed by his supervisor that a b737-800 crew oxygen bottle was found closed at an outstation. lead had signed off the write-up; after two maint techs had replaced bottle.,Critical,True,9176,2008,1
1206805,2014-09-01,Md-82,Air Carrier,Initial Climb,0.0,Unknown,unknown,main gear tire,Failed,aircraft equipment problem less severe; flight deck / cabin / aircraft event smoke / fire / fumes / odor; ground event / encounter fod,Aircraft,aircraft aircraft damaged; flight crew returned to departure airport; general declared emergency,us,zzz.airport,unknown,aircraft,md-82 flight crew reports they were alerted to a tire failure on takeoff by several loud bangs and a burning rubber smell. they declared an emergency and returned to the departure airport.,Critical,True,5453,2014,9
643648,2005-01-01,Mbb-Bk 117 All Series,Air Taxi,Parked,0.0,Unknown,unknown,powerplant fuel control unit,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken; general maintenance action,us,zzz.airport,maintenance lead technician 0.5; maintenance technician 7,company policy; human factors; aircraft; chart or publication; environment - non weather related,a bk117 heli had a time limited part exceed overhaul time by 67 hrs. contributing factors cited include manpower shortage and change in record keeping personnel.,Critical,True,13203,2005,1
866390,2009-12-01,B777-200,Air Carrier,Cruise,34000.0,Unknown,unknown,rudder control system,Failed,aircraft equipment problem critical,Aircraft,flight crew returned to departure airport; flight crew landed as precaution; general flight cancelled / delayed; general maintenance action; general declared emergency,fo,zzzz.artcc,unknown,aircraft,a b777's eicas alerted flight control systems while at cruise on an oceanic fight. maintenance stated that one of three rudder actuators had failed. the aircraft returned to its departure point because single engine rudder control was questionable.,Critical,True,12449,2009,12
779370,2008-03-01,Emb Erj 170/175 Er/Lr,Air Carrier,Cruise; Initial Approach,32000.0,Vmc,unknown,unknown,Unknown,deviation - speed all types; deviation / discrepancy - procedural published material / policy; flight deck / cabin / aircraft event other / unknown; flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,flight crew diverted; flight crew landed in emergency condition; general declared emergency; general maintenance action,us,zzz.airport,flight crew last 90 days 500; flight crew total 6200; flight crew type 230,aircraft; human factors,e175 flt and cabin crews respond to fire and smoke in the aft lav.,Critical,True,6200,2008,3
1069353,2013-02-01,Commercial Fixed Wing,Air Carrier,Parked,0.0,Unknown,unknown,unknown,Unknown,flight deck / cabin / aircraft event other / unknown,Procedure,general none reported / taken,us,zzz.airport,unknown,human factors; procedure,flight attendant contends that flight crew and csrs telling cabin crew to expedite passenger loading and cabin preparation jeopardizes safety.,Normal,False,11308,2013,2
820124,2009-01-01,B757-200,Air Carrier,Initial Approach,3000.0,Unknown,unknown,flap/slat control system,Failed,aircraft equipment problem less severe,Aircraft,flight crew landed in emergency condition; general maintenance action,us,zzz.airport,flight crew last 90 days 69; flight crew total 11000; flight crew type 69,aircraft; company policy,b757-200 flight crew receives 'trailing edge flap disagreement' eicas message. perform go-around; conduct appropriate checklists; declare emergency and land uneventfully.,Critical,True,11000,2009,1
801742,2008-07-01,B767-300 And 300 Er,Air Carrier,Parked,0.0,Unknown,unknown,fms/fmc,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy,Chart Or Publication,general none reported / taken; general maintenance action,us,zzz.airport,unknown,manuals; chart or publication; company policy; human factors; incorrect / not installed / unavailable part; aircraft; logbook entry,after replacing the left fmc due to low air flow on a b767-300; mechanic is informed by maint control the robbed cdu he installed did not meet effectivity for that acft. plane had already departed.,Critical,True,1825,2008,7
839823,2009-06-01,Small Transport; Low Wing; 2 Turbojet Eng,Corporate,Taxi,0.0,Vmc,10,unknown,Unknown,deviation / discrepancy - procedural clearance; ground incursion runway,Human Factors,air traffic control issued new clearance; air traffic control separated traffic,oh,cak.airport,flight crew last 90 days 30; flight crew total 4000; flight crew type 1200,human factors,poor communication and crm sop contributed to a runway incursion forcing a go-around by arriving traffic.,Normal,False,4000,2009,6
