aircraft_id,report_date,aircraft_model,operator,flight_phase,cruise_altitude_ft,flight_conditions,weather_conditions,component_name,component_status,anomaly_type,root_cause,maintenance_outcome,base_location,airport_code,crew_experience,contributing_factors,report_summary,health_status,alert_active,flight_hours,report_year,report_month
1110540,2013-08-01,Pc-12,Corporate,Final Approach,1700.0,Unknown,unknown,unknown,Unknown,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance; inflight event / encounter cftt / cfit,Human Factors,air traffic control issued new clearance,us,zzz.tracon,unknown,human factors; aircraft,tracon controller described a loss of separation event when traffic on final for an ils approach suddenly turned off the final in a descent and failed to respond to repeated radio calls.,Warning,True,614,2013,8
814312,2008-12-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Cruise,0.0,Vmc,unknown,hydraulic main system,Failed,aircraft equipment problem less severe,Aircraft,flight crew landed in emergency condition; general declared emergency; general maintenance action,us,zzz.airport,flight crew last 90 days 200; flight crew total 13000; flight crew type 6000,aircraft,an md80's right hydraulic quantity was lost in flight. an emergency was declared followed by a normal emergency landing.,Critical,True,13000,2008,12
1225824,2014-12-01,Medium Large Transport,Air Carrier,Final Approach,0.0,Vmc,unknown,unknown,Unknown,atc issue all types; conflict ground conflict; less severe; deviation / discrepancy - procedural published material / policy,Procedure,flight crew executed go around / missed approach,ms,jan.airport,unknown,human factors; procedure,pilot observes aircraft on runway when on short final. pilot executes go-around and advises atc reason for go-around. atc did not advise pilot of landing traffic that aircraft was on the runway.,Normal,False,4929,2014,12
954965,2011-06-01,A320,Air Carrier,Cruise,35000.0,Unknown,unknown,cabin lighting,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew diverted; general maintenance action,us,zzz.airport,flight crew last 90 days 110; flight crew total 11000; flight crew type 2300,aircraft; human factors; weather,a miscommunication between an a320 captain and the 'a' flight attendant lead the captain to believe that a generator arcing event may be occurring and a diversion for maintenance is planned. before landing the miscommunication is cleared up but destination weather and fuel remaining make the diversion necessary.,Warning,True,11000,2011,6
1032980,2012-08-01,Commercial Fixed Wing,Air Carrier,Descent,11000.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy,Human Factors,flight crew requested atc assistance / clarification,on,cyyz.airport,unknown,human factors,air carrier captain; descending on the ywt4 arrival to cyyz with a hard altitude assignment at rokto; is queried by the controller why so many crews from his company miss the depicted altitude at rokto. there are two identical arrivals except for altitude and airspeed restrictions; the ywt4 for turbojets and the rokto4 for turboprops.,Normal,False,10093,2012,8
793649,2008-07-01,Commercial Fixed Wing,Air Carrier,Parked,0.0,Unknown,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action; general none reported / taken,us,zzz.airport,unknown,human factors,an acr mechanic reports activating an escape slide.,Normal,False,405,2008,7
967407,2011-08-01,Commercial Fixed Wing,Air Carrier,Initial Climb,0.0,Vmc,unknown,unknown,Unknown,atc issue all types; deviation - track / heading all types; deviation / discrepancy - procedural clearance,Ambiguous,air traffic control issued new clearance; flight crew became reoriented; flight crew returned to clearance,az,phx.tower,unknown,human factors; atc equipment / nav facility / buildings; procedure,first officer reports departing phx on the maxxo 1 departure; only to be informed by atc they should be flying the sjn 5 departure. the printed pdc had been correctly interpreted and the fmc had been correctly loaded.,Normal,False,6147,2011,8
861307,2009-11-01,B737-300,Air Carrier,Initial Approach,10000.0,Vmc,unknown,fuel distribution system,Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural other / unknown,Aircraft,flight crew took evasive action,us,zzz.airport,flight crew last 90 days 235; flight crew type 9400,aircraft,a b737-300 developed a fuel imbalance with the crossfeed closed during descent. the crew delays landing until the fuel was balanced.,Warning,True,3195,2009,11
1087116,2013-05-01,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Fbo,Final Approach,0.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural far,Human Factors,general none reported / taken,az,tus.airport,flight crew last 90 days 80; flight crew total 1770; flight crew type 1000,human factors,cessna pilot reports being illuminated by a green laser on a 1.5 mile final to tus; causing momentary loss of night vision. the student continues the approach to landing. two air carrier aircraft landing ahead of the reporter were also illuminated.,Normal,False,1770,2013,5
964739,2011-08-01,Caravan 208B,Unknown,Initial Climb,0.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken,us,zzz.tracon,unknown,human factors,approach controller witnessed a conflict between a cessna and tanker aircraft being controlled by a local control developmental; the reporter suggesting changes regarding initial assigned headings and altitudes.,Normal,False,7273,2011,8
1159151,2014-03-01,B737-800,Air Carrier,Parked,0.0,Unknown,unknown,oxygen system/crew,Design; Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Aircraft,general flight cancelled / delayed; general maintenance action,fo,zzzz.airport,unknown,manuals; aircraft; human factors,captain reports that during their preflight check on a b737-800 aircraft; the crew oxygen (o2) bottle pressure dropped to zero; then rebounded to 1200 psi after crew o2 mask check test button was released. maintenance found o2 bottle 'open/close' handle safety-wired in the partially opened position.,Critical,True,10947,2014,3
877247,2010-03-01,A320,Air Carrier,Landing,3000.0,Unknown,unknown,trailing edge flap,Malfunctioning,aircraft equipment problem critical,Aircraft,flight crew executed go around / missed approach; flight crew flc complied w / automation / advisory; flight crew landed in emergency condition; general declared emergency,us,zzz.airport,flight crew last 90 days 240; flight crew total 12500; flight crew type 5950,aircraft,an a320 crew reported an ecam alerting f/ctl flaps locked-alignment fault. after following ecam and flight manual procedures; an emergency was declare and the captain landed on the longest available runway.,Critical,True,12500,2010,3
1204454,2014-09-01,B757 Undifferentiated Or Other Model,Air Carrier,Cruise,32000.0,Vmc,unknown,fms/fmc,Malfunctioning,aircraft equipment problem less severe; deviation - track / heading all types,Ambiguous,air traffic control issued advisory / alert; flight crew returned to clearance; flight crew overcame equipment problem; flight crew became reoriented,fo,eggx.artcc,unknown,human factors; aircraft,b757 flight crew reports the aircraft not tracking the desired course to the next waypoint on nat e and heading is adjusted manually. while visible on the nd the next waypoint is not on the legs page and is not reported as the next waypoint to shanwick via cpdlc. the missing waypoint is reentered and the crossing continued without further difficulties.,Warning,True,7779,2014,9
859714,2009-11-01,Medium Transport; Low Wing; 2 Turbojet Eng,Air Carrier,Taxi,0.0,Unknown,rain,unknown,Unknown,deviation / discrepancy - procedural published material / policy; ground event / encounter person / animal / bird,Human Factors,general none reported / taken,fl,mco.airport,flight crew last 90 days 150; flight crew total 14000; flight crew type 500,procedure; human factors; weather,an air carrier captain reported that after arriving at the gate with both engines running a ramp person opened the forward cargo door near the operating #2 engine.,Normal,False,14000,2009,11
1197985,2014-08-01,B767-300 And 300 Er,Air Carrier,Takeoff / Launch,3000.0,Unknown,unknown,turbine engine,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew landed as precaution; flight crew returned to departure airport; general declared emergency; general maintenance action,us,zzz.airport,unknown,aircraft,b767-300 flight crew detects a rumbling vibration from the right engine shortly takeoff. with n1 low; n2 near the limit; fuel flow high and lpt vibration at 5.0 the decision is made to return to the departure airport. maintenance discovers a turbine failure.,Warning,True,1095,2014,8
1283044,2010-07-01,M-20 Series Undifferentiated Or Other Model,Personal,Initial Approach,2000.0,Vmc,thunderstorm; 10,unknown,Unknown,atc issue all types; airspace violation all types; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; inflight event / encounter weather / turbulence,Ambiguous,air traffic control issued new clearance; flight crew became reoriented; flight crew took evasive action,fl,dab.airport,flight crew last 90 days 43; flight crew total 17000; flight crew type 2960,procedure; weather; airspace structure,m20 pilot; on an ifr flight plan to orl with weather in the area; elects to cancel ifr and accept vfr flight following and vectors. this results in vectors into dab airspace without a clearance.,Normal,False,17000,2010,7
855668,2009-10-01,Maule Aircraft Corp Undifferentiated Or Other Model,Personal,Cruise,0.0,Vmc,unknown,engine,Failed,aircraft equipment problem critical; deviation / discrepancy - procedural far,Aircraft,flight crew landed in emergency condition,us,zzz.airport,flight crew last 90 days 30; flight crew total 400; flight crew type 200,aircraft; human factors,a private pilot of a maule made an emergency off airport landing following the catastrophic failure of an engine connecting rod.,Critical,True,400,2009,10
928983,2011-01-01,Emb Erj 145 Er/Lr,Air Carrier,Parked,0.0,Vmc,icing,elevator trim system,Failed,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural maintenance,Procedure,general maintenance action,us,zzz.airport,unknown,aircraft; human factors; manuals; procedure,after performing a rejected takeoff due to eicas warning of an inoperative main pitch trim the flight crew of an e-145 failed to properly document the rejected takeoff in the log book.,Critical,True,7987,2011,1
